date,sin,target
1700-03-10,192.38,186.92526525617262
1700-03-11,193.03,183.53402421022844
1700-03-12,193.64,191.12093085372783
1700-03-13,194.23,189.15321376549142
1700-03-14,194.8,189.68929243013386
1700-03-15,195.33,184.27247593453077
1700-03-16,195.84,167.1238408694981
1700-03-17,196.31,183.89737632905582
1700-03-18,196.76,193.9025556537351
1700-03-19,197.18,179.55341488563093
1700-03-20,197.57,191.04785792941612
1700-03-21,197.93,196.37748437543746
1700-03-22,198.27,188.65803400923411
1700-03-23,198.57,185.32173587354617
1700-03-24,198.85,195.3884023484554
1700-03-25,199.09,174.38023132419562
1700-03-26,199.31,190.79020066854065
1700-03-27,199.5,144.3871957579613
1700-03-28,199.65,184.52542291408383
1700-03-29,199.78,173.72460133423283
1700-03-30,199.88,182.0955047195542
1700-03-31,199.95,196.3060864106112
1700-04-01,199.99,174.82581970817762
1700-04-02,200.0,194.13220765921025
1700-04-03,199.98,192.67448136764867
1700-04-04,199.93,194.29321188863102
1700-04-05,199.85,189.81104782694354
1700-04-06,199.74,184.07725708136707
1700-04-07,199.61,198.4274818549155
1700-04-08,199.44,184.47865513607226
1700-04-09,199.24,173.72283201442866
1700-04-10,199.02,197.99468302145146
1700-04-11,198.76,179.36225128635257
1700-04-12,198.48,165.29729517329815
1700-04-13,198.16,183.43063098978692
1700-04-14,197.82,190.3990184744802
1700-04-15,197.45,189.9963687135858
1700-04-16,197.05,188.22077608532942
1700-04-17,196.62,162.2901326904809
1700-04-18,196.16,180.4377090120048
1700-04-19,195.67,180.8193322991137
1700-04-20,195.16,189.9314119139097
1700-04-21,194.61,182.5572737941815
1700-04-22,194.04,191.62348246491703
1700-04-23,193.44,191.29471146353728
1700-04-24,192.82,174.97133453219024
1700-04-25,192.16,186.9808915276902
1700-04-26,191.48,179.68863352133386
1700-04-27,190.78,187.16515826916407
1700-04-28,190.04,176.27392073363583
1700-04-29,189.28,182.14798981421723
1700-04-30,188.49,173.34894469673557
1700-05-01,187.68,186.71451065769358
1700-05-02,186.84,148.46369958027546
1700-05-03,185.97,184.43681705066018
1700-05-04,185.08,171.59658640512134
1700-05-05,184.16,166.9918310686654
1700-05-06,183.22,163.00395753723961
1700-05-07,182.25,179.2525853411706
1700-05-08,181.26,175.9304877831331
1700-05-09,180.25,179.4934146057603
1700-05-10,179.21,131.10149108642992
1700-05-11,178.15,161.02981937998567
1700-05-12,177.06,149.83959526758554
1700-05-13,175.96,149.34699380163207
1700-05-14,174.83,169.77073857672917
1700-05-15,173.67,164.57537408778546
1700-05-16,172.5,147.3027457301696
1700-05-17,171.31,166.77625833720393
1700-05-18,170.09,160.18233715670576
1700-05-19,168.85,160.10453652681772
1700-05-20,167.59,145.5720386207941
1700-05-21,166.32,138.9676913074731
1700-05-22,165.02,143.21422916975496
1700-05-23,163.7,161.95423228016114
1700-05-24,162.37,158.70408321559836
1700-05-25,161.01,142.34077846782617
1700-05-26,159.64,157.09194817900269
1700-05-27,158.25,158.13059330625887
1700-05-28,156.84,149.89059711153246
1700-05-29,155.42,150.61143485995112
1700-05-30,153.98,149.783895021494
1700-05-31,152.52,136.16350175705116
1700-06-01,151.05,114.99277380674013
1700-06-02,149.57,141.70989093471113
1700-06-03,148.07,138.45192221697866
1700-06-04,146.55,122.2661685593869
1700-06-05,145.02,134.88384128948422
1700-06-06,143.48,98.27560321842077
1700-06-07,141.92,108.89544374361947
1700-06-08,140.35,121.18346220160433
1700-06-09,138.77,129.4658740269563
1700-06-10,137.18,136.5733320105634
1700-06-11,135.58,122.1493586485621
1700-06-12,133.97,118.82551012447394
1700-06-13,132.34,130.4358858192254
1700-06-14,130.71,112.38856911768039
1700-06-15,129.07,121.88697710211856
1700-06-16,127.42,103.92847952127134
1700-06-17,125.76,118.87016931034229
1700-06-18,124.1,105.4790294304167
1700-06-19,122.42,93.07805282863264
1700-06-20,120.74,112.16131072987284
1700-06-21,119.06,109.05716075154682
1700-06-22,117.37,114.36455398013113
1700-06-23,115.67,110.81625397247572
1700-06-24,113.97,112.21205267331297
1700-06-25,112.26,95.66272643682171
1700-06-26,110.55,102.36275966798283
1700-06-27,108.84,100.82736315671215
1700-06-28,107.13,102.09494944089427
1700-06-29,105.41,105.19231395232295
1700-06-30,103.69,96.81875049701341
1700-07-01,101.97,101.86801483095051
1700-07-02,100.25,104.40688117078419
1700-07-03,98.53,101.03220669229799
1700-07-04,96.81,102.68358696246882
1700-07-05,95.09,97.06160484147301
1700-07-06,93.38,93.47217768422678
1700-07-07,91.66,95.29211530609484
1700-07-08,89.95,91.55818255404967
1700-07-09,88.24,97.16535044729949
1700-07-10,86.53,97.1550460017074
1700-07-11,84.83,88.36275209514118
1700-07-12,83.13,92.0973574148015
1700-07-13,81.44,88.02177395939799
1700-07-14,79.75,85.64310529079054
1700-07-15,78.07,80.19063448853066
1700-07-16,76.39,78.91013729577449
1700-07-17,74.72,77.68890790304269
1700-07-18,73.06,103.64522073329968
1700-07-19,71.41,83.60947357777654
1700-07-20,69.77,81.13609711691471
1700-07-21,68.13,84.383686290041
1700-07-22,66.51,78.37986407610414
1700-07-23,64.89,84.13473388248211
1700-07-24,63.28,82.16934300896676
1700-07-25,61.69,69.85749701894466
1700-07-26,60.11,60.3020312590452
1700-07-27,58.54,64.9570714880538
1700-07-28,56.98,91.8671110882967
1700-07-29,55.43,63.95698867573224
1700-07-30,53.9,65.7364658613647
1700-07-31,52.38,64.21290419292947
1700-08-01,50.87,56.5376438132014
1700-08-02,49.38,69.3207217430872
1700-08-03,47.9,53.683983084715955
1700-08-04,46.44,77.80564514262645
1700-08-05,45.0,73.12851387979443
1700-08-06,43.57,54.772845961894866
1700-08-07,42.16,42.901867758810866
1700-08-08,40.76,43.24760310336427
1700-08-09,39.39,52.28807868082781
1700-08-10,38.03,45.09793425542182
1700-08-11,36.69,48.6834004171427
1700-08-12,35.36,44.427222937211205
1700-08-13,34.06,51.97120157946644
1700-08-14,32.78,58.66907926046093
1700-08-15,31.51,38.785620669476614
1700-08-16,30.27,40.169078352116095
1700-08-17,29.05,50.17791079135488
1700-08-18,27.85,50.958222921278875
1700-08-19,26.67,28.633207759067698
1700-08-20,25.51,31.667262166743768
1700-08-21,24.37,38.60208820847155
1700-08-22,23.26,25.651119103588083
1700-08-23,22.17,39.88735851310568
1700-08-24,21.1,42.111065402463396
1700-08-25,20.05,32.43250172259347
1700-08-26,19.03,34.86691519450454
1700-08-27,18.03,33.59542118649408
1700-08-28,17.06,17.2553814866618
1700-08-29,16.11,16.239258930013772
1700-08-30,15.19,36.723246441786294
1700-08-31,14.29,26.611099657072103
1700-09-01,13.41,51.749750360574026
1700-09-02,12.57,18.942049682480715
1700-09-03,11.74,31.83209593724424
1700-09-04,10.95,16.045388889417502
1700-09-05,10.18,15.87968217556384
1700-09-06,9.44,25.251118674954476
1700-09-07,8.72,21.711449372885227
1700-09-08,8.03,14.250170356027747
1700-09-09,7.37,12.658603408626277
1700-09-10,6.74,24.952864361950347
1700-09-11,6.13,7.010772001792113
1700-09-12,5.55,16.016844990671895
1700-09-13,5.0,41.880799956515446
1700-09-14,4.48,79.72849612961805
1700-09-15,3.98,8.647078732600198
1700-09-16,3.51,32.79413669228715
1700-09-17,3.08,17.165280314039606
1700-09-18,2.67,4.863990058338242
1700-09-19,2.29,10.786960079108805
1700-09-20,1.94,16.204299532955094
1700-09-21,1.61,19.279997025585693
1700-09-22,1.32,12.446792973184637
1700-09-23,1.06,6.743663346956767
1700-09-24,0.82,1.0423637402407842
1700-09-25,0.62,30.563250239077107
1700-09-26,0.44,8.421391859002101
1700-09-27,0.29,18.002006339664565
1700-09-28,0.18,13.557105994488646
1700-09-29,0.09,10.736712026339776
1700-09-30,0.03,14.019641865803603
1700-10-01,0.0,34.30907682131825
1700-10-02,0.0,4.386936805751167
1700-10-03,0.04,20.229489959483928
1700-10-04,0.1,4.736824691479269
1700-10-05,0.19,6.373218623236731
1700-10-06,0.31,13.92422398185291
1700-10-07,0.45,19.128469892516375
1700-10-08,0.63,14.401952394867159
1700-10-09,0.84,8.861148893523465
1700-10-10,1.08,7.349722207745328
1700-10-11,1.34,12.089031280072817
1700-10-12,1.64,7.276149794333452
1700-10-13,1.97,15.714499266212734
1700-10-14,2.32,3.756209685377527
1700-10-15,2.7,15.634247106581697
1700-10-16,3.11,31.874016778039884
1700-10-17,3.55,6.328934731366434
1700-10-18,4.02,7.729184651351101
1700-10-19,4.52,28.962817373811284
1700-10-20,5.04,15.190756493756648
1700-10-21,5.6,6.405682023688134
1700-10-22,6.18,22.79038144726817
1700-10-23,6.79,28.861246099676187
1700-10-24,7.43,23.074850458820325
1700-10-25,8.09,32.37920982640277
1700-10-26,8.78,31.139104076144058
1700-10-27,9.5,30.052068749829868
1700-10-28,10.25,32.14633459230981
1700-10-29,11.02,20.73745248680135
1700-10-30,11.81,30.50195157413082
1700-10-31,12.64,33.82730896023948
1700-11-01,13.49,25.88168793736645
1700-11-02,14.36,16.287898699975646
1700-11-03,15.27,19.489702452966064
1700-11-04,16.19,31.803201503714085
1700-11-05,17.14,41.64768926835179
1700-11-06,18.12,29.517750415927935
1700-11-07,19.12,45.725331314593305
1700-11-08,20.14,27.22108730428651
1700-11-09,21.19,33.316024472264914
1700-11-10,22.26,24.826911900725456
1700-11-11,23.35,31.57537529655734
1700-11-12,24.47,47.572804050090255
1700-11-13,25.61,32.98655178600202
1700-11-14,26.77,33.59422229491046
1700-11-15,27.95,35.0971975310696
1700-11-16,29.15,39.79421266332894
1700-11-17,30.38,45.110561989414705
1700-11-18,31.62,36.026201382979764
1700-11-19,32.89,44.356756293207305
1700-11-20,34.17,72.05977904898751
1700-11-21,35.48,47.1660783688023
1700-11-22,36.8,48.95134206259917
1700-11-23,38.14,41.408909997631945
1700-11-24,39.5,44.762185867051606
1700-11-25,40.88,61.72734778719883
1700-11-26,42.28,59.153216954449114
1700-11-27,43.69,75.38346674947819
1700-11-28,45.12,71.74272921290975
1700-11-29,46.57,49.67405911725878
1700-11-30,48.03,81.87733212668232
1700-12-01,49.51,49.6966123013304
1700-12-02,51.0,77.54266886414318
1700-12-03,52.51,71.59494983196701
1700-12-04,54.03,63.88431885747633
1700-12-05,55.56,57.09339037526155
1700-12-06,57.11,90.66972102415997
1700-12-07,58.67,62.78218484720401
1700-12-08,60.24,91.72998433315821
1700-12-09,61.83,66.94231661007467
1700-12-10,63.42,77.25504775682666
1700-12-11,65.03,69.27558104350572
1700-12-12,66.65,81.07936031402626
1700-12-13,68.27,68.70511615430053
1700-12-14,69.91,75.392145539424
1700-12-15,71.55,79.91801027949074
1700-12-16,73.21,81.83572210329686
1700-12-17,74.87,100.10132597723371
1700-12-18,76.54,76.98413588124826
1700-12-19,78.21,97.3526094540475
1700-12-20,79.89,88.51114950308701
1700-12-21,81.58,96.06382036040229
1700-12-22,83.28,88.40662757215112
1700-12-23,84.97,100.80034896228
1700-12-24,86.68,93.77586221104255
1700-12-25,88.38,98.30027162412073
1700-12-26,90.09,91.04688854464983
1700-12-27,91.81,98.1091482447367
1700-12-28,93.52,96.70727498812793
1700-12-29,95.24,99.74773025848498
1700-12-30,96.96,100.75209018650075
1700-12-31,98.68,99.92350114696832
1701-01-01,100.4,100.50123701892008
1701-01-02,102.12,101.57868982603043
1701-01-03,103.84,100.39820403615
1701-01-04,105.56,101.143056630811
1701-01-05,107.27,107.00846422850275
1701-01-06,108.99,105.29496786418464
1701-01-07,110.7,100.27283393928552
1701-01-08,112.41,103.28935134486082
1701-01-09,114.11,108.80111781987807
1701-01-10,115.82,111.36599773288857
1701-01-11,117.51,93.17430169087245
1701-01-12,119.2,117.60932403447356
1701-01-13,120.89,113.18234127745934
1701-01-14,122.57,113.49632210223508
1701-01-15,124.24,109.00958648096515
1701-01-16,125.91,123.50963002046066
1701-01-17,127.56,116.4865967349189
1701-01-18,129.21,112.71696518656552
1701-01-19,130.85,114.61892186910367
1701-01-20,132.48,121.63377477416435
1701-01-21,134.11,102.43165181794404
1701-01-22,135.72,127.58871219494533
1701-01-23,137.32,132.08512395858182
1701-01-24,138.91,136.97198342639385
1701-01-25,140.49,121.72941532268817
1701-01-26,142.06,139.58738207935525
1701-01-27,143.61,126.91637894326001
1701-01-28,145.15,136.26968556279093
1701-01-29,146.68,141.23017801724706
1701-01-30,148.2,135.29840584526687
1701-01-31,149.7,147.2693282190303
1701-02-01,151.18,135.9247660004588
1701-02-02,152.65,147.41342198730814
1701-02-03,154.11,136.95434910893894
1701-02-04,155.54,150.8807997271615
1701-02-05,156.97,147.97551491151538
1701-02-06,158.37,147.4816558826882
1701-02-07,159.76,143.36726209269293
1701-02-08,161.13,136.711933154283
1701-02-09,162.48,153.2880953142029
1701-02-10,163.82,149.48355373230933
1701-02-11,165.13,142.05895423829
1701-02-12,166.43,155.4732843935243
1701-02-13,167.7,160.57134212757322
1701-02-14,168.96,151.76555735954855
1701-02-15,170.19,168.95879967233347
1701-02-16,171.41,158.0312714835439
1701-02-17,172.6,143.28770103572435
1701-02-18,173.78,166.38177047041208
1701-02-19,174.93,158.66010503622
1701-02-20,176.05,162.53917993519394
1701-02-21,177.16,146.9294497156526
1701-02-22,178.24,155.18758927170754
1701-02-23,179.3,163.1718364908275
1701-02-24,180.34,165.497793032136
1701-02-25,181.35,172.58219810719478
1701-02-26,182.34,170.69798451202624
1701-02-27,183.3,159.8185665536514
1701-02-28,184.24,184.0806369988816
1701-03-01,185.16,164.15417672030227
1701-03-02,186.05,166.32125180403827
1701-03-03,186.91,177.5217633136193
1701-03-04,187.75,162.99277170898202
1701-03-05,188.56,183.3983547411309
1701-03-06,189.35,164.09221974642816
1701-03-07,190.1,167.00534822144235
1701-03-08,190.84,177.2491009500126
1701-03-09,191.54,178.56127453417884
1701-03-10,192.22,170.9332728876314
1701-03-11,192.87,180.40402920581332
1701-03-12,193.5,188.02432880687823
1701-03-13,194.09,188.0021779161106
1701-03-14,194.66,178.04829204569188
1701-03-15,195.2,185.7095757149042
1701-03-16,195.72,182.7779332102734
1701-03-17,196.2,188.14274249783665
1701-03-18,196.65,188.1987356550108
1701-03-19,197.08,194.07522647385224
1701-03-20,197.48,195.95344332571295
1701-03-21,197.85,194.7970172507738
1701-03-22,198.19,196.35675189277148
1701-03-23,198.5,179.5663395462365
1701-03-24,198.78,197.65365124716874
1701-03-25,199.04,174.44204717027642
1701-03-26,199.26,165.89212493223187
1701-03-27,199.45,170.41282496655458
1701-03-28,199.62,190.51115499428553
1701-03-29,199.75,194.9002577046559
1701-03-30,199.86,197.44374849114075
1701-03-31,199.94,194.73526327100373
1701-04-01,199.98,184.23012288006714
1701-04-02,200.0,186.3841664587202
1701-04-03,199.99,181.01933621499242
1701-04-04,199.95,183.8421652690916
1701-04-05,199.87,197.62237191636183
1701-04-06,199.77,196.3886425912912
1701-04-07,199.64,182.3110836131918
1701-04-08,199.48,185.4922479155468
1701-04-09,199.29,173.02842479829255
1701-04-10,199.07,152.32834885523636
1701-04-11,198.82,180.47113535362365
1701-04-12,198.55,196.4796517344831
1701-04-13,198.24,197.00889536937117
1701-04-14,197.9,188.98552122933646
1701-04-15,197.54,164.72382087018858
1701-04-16,197.15,184.84901800901187
1701-04-17,196.72,163.66701722758745
1701-04-18,196.27,183.9612974931011
1701-04-19,195.79,187.9283448439812
1701-04-20,195.28,182.73041417247626
1701-04-21,194.75,185.66684369283567
1701-04-22,194.18,162.94379258283567
1701-04-23,193.59,175.94014348561066
1701-04-24,192.97,189.37729142474907
1701-04-25,192.33,184.4779249221767
1701-04-26,191.65,189.68891720675282
1701-04-27,190.95,186.54164602420502
1701-04-28,190.22,189.6697037854421
1701-04-29,189.47,181.01750107583837
1701-04-30,188.68,184.8397774696496
1701-05-01,187.88,165.857466113048
1701-05-02,187.04,169.30651430674953
1701-05-03,186.18,183.36217549269074
1701-05-04,185.3,163.40566967612477
1701-05-05,184.39,169.11258345050828
1701-05-06,183.45,177.50910023411637
1701-05-07,182.49,159.84291928396866
1701-05-08,181.51,163.49671382073723
1701-05-09,180.5,157.43585214815707
1701-05-10,179.47,176.27161995405055
1701-05-11,178.41,136.20271076320745
1701-05-12,177.33,176.99406488610987
1701-05-13,176.23,161.83367890631467
1701-05-14,175.1,163.31658737322184
1701-05-15,173.96,160.36758368087385
1701-05-16,172.79,163.09816363205536
1701-05-17,171.6,155.21791013588614
1701-05-18,170.39,153.88924011693757
1701-05-19,169.15,154.14763166616336
1701-05-20,167.9,164.51466479176838
1701-05-21,166.63,166.60172268302964
1701-05-22,165.34,159.7333425398218
1701-05-23,164.02,139.17129790245673
1701-05-24,162.69,156.2358321202074
1701-05-25,161.34,132.37339006051042
1701-05-26,159.98,146.87542445752365
1701-05-27,158.59,154.31834165591098
1701-05-28,157.19,124.056242232736
1701-05-29,155.77,121.15624737796739
1701-05-30,154.33,152.2493682455864
1701-05-31,152.88,142.8678773546157
1701-06-01,151.41,148.93038341310915
1701-06-02,149.93,145.478834518403
1701-06-03,148.43,146.6999926496924
1701-06-04,146.92,140.59278884320008
1701-06-05,145.39,140.51910912778797
1701-06-06,143.85,134.86090680605395
1701-06-07,142.3,137.5314776907544
1701-06-08,140.74,137.82658822093356
1701-06-09,139.16,128.7954075074719
1701-06-10,137.57,129.10819530496505
1701-06-11,135.97,123.55754635419346
1701-06-12,134.36,113.35533049753501
1701-06-13,132.74,132.62609091605867
1701-06-14,131.11,122.03855308079628
1701-06-15,129.47,117.73799941657761
1701-06-16,127.82,109.97610409327427
1701-06-17,126.16,98.77573516249036
1701-06-18,124.5,114.1962205166389
1701-06-19,122.83,115.46255620342149
1701-06-20,121.15,101.87023382632046
1701-06-21,119.47,108.09121852266959
1701-06-22,117.78,98.95033229655516
1701-06-23,116.08,115.9313868872783
1701-06-24,114.38,105.18154958901002
1701-06-25,112.68,100.94416540723533
1701-06-26,110.97,103.79989101945279
1701-06-27,109.26,104.29309188301973
1701-06-28,107.54,95.94011299700958
1701-06-29,105.83,104.3702182005327
1701-06-30,104.11,101.20393024914071
1701-07-01,102.39,99.0497685582858
1701-07-02,100.67,100.97174673375963
1701-07-03,98.95,99.01328963376803
1701-07-04,97.23,100.42502609347724
1701-07-05,95.51,107.44409283599616
1701-07-06,93.79,102.73224968547137
1701-07-07,92.08,94.2688629121722
1701-07-08,90.36,94.21460655811588
1701-07-09,88.65,89.22238621544467
1701-07-10,86.94,112.39809896191085
1701-07-11,85.24,100.66297750039345
1701-07-12,83.54,91.46496656774899
1701-07-13,81.85,82.88852824793246
1701-07-14,80.16,86.6214243186462
1701-07-15,78.47,81.9728400127996
1701-07-16,76.8,82.04768627414933
1701-07-17,75.13,80.89072782788796
1701-07-18,73.47,82.00868488437673
1701-07-19,71.81,74.54339171960548
1701-07-20,70.17,74.74201802628153
1701-07-21,68.53,81.87618823261533
1701-07-22,66.9,71.1878259221046
1701-07-23,65.28,85.22116022421814
1701-07-24,63.67,75.63428558519529
1701-07-25,62.08,72.53341011294546
1701-07-26,60.49,61.089721693421474
1701-07-27,58.92,83.72694655288768
1701-07-28,57.35,59.45352411693992
1701-07-29,55.8,68.5460776295404
1701-07-30,54.27,64.35369610442723
1701-07-31,52.74,75.45863755329768
1701-08-01,51.24,81.43238382060814
1701-08-02,49.74,74.92673858887893
1701-08-03,48.26,54.54586683846641
1701-08-04,46.8,77.2199066525574
1701-08-05,45.35,50.38436037898816
1701-08-06,43.92,75.95682211190119
1701-08-07,42.5,54.98267041371371
1701-08-08,41.1,74.99521694148191
1701-08-09,39.72,51.14561568124942
1701-08-10,38.36,49.77694603391053
1701-08-11,37.01,48.62335861265911
1701-08-12,35.68,62.78009557090461
1701-08-13,34.38,40.20782383053428
1701-08-14,33.09,56.58328676124222
1701-08-15,31.82,36.667374399353214
1701-08-16,30.57,39.00302435229765
1701-08-17,29.34,44.84915884923612
1701-08-18,28.14,52.475593702174294
1701-08-19,26.95,45.31599196268162
1701-08-20,25.79,47.2672302113274
1701-08-21,24.64,48.1365152760139
1701-08-22,23.52,29.42326022427775
1701-08-23,22.43,43.905366306904284
1701-08-24,21.35,37.782478101244365
1701-08-25,20.3,23.968902339672752
1701-08-26,19.28,26.2840918193775
1701-08-27,18.27,37.282109291040484
1701-08-28,17.29,28.713193632571063
1701-08-29,16.34,16.39628792823342
1701-08-30,15.41,31.143448193406236
1701-08-31,14.5,21.9348033044484
1701-09-01,13.62,82.12393867332848
1701-09-02,12.77,30.17324642470495
1701-09-03,11.94,26.836112858049958
1701-09-04,11.14,16.181946138685774
1701-09-05,10.36,27.36967722967229
1701-09-06,9.61,24.984658479805823
1701-09-07,8.89,29.33777359626515
1701-09-08,8.2,43.56954866368412
1701-09-09,7.53,12.270434330583061
1701-09-10,6.89,12.99291245926521
1701-09-11,6.27,21.881210326164577
1701-09-12,5.69,18.000922127894952
1701-09-13,5.13,9.857366507743201
1701-09-14,4.6,10.27014801093657
1701-09-15,4.1,31.68307028076157
1701-09-16,3.62,12.175221530958368
1701-09-17,3.18,12.552663270425965
1701-09-18,2.76,13.94438333417029
1701-09-19,2.38,6.354418859047548
1701-09-20,2.02,18.087692461941746
1701-09-21,1.69,10.836899143538124
1701-09-22,1.39,17.527299509362624
1701-09-23,1.12,4.915096717306657
1701-09-24,0.88,9.913110057077011
1701-09-25,0.66,38.442955038208844
1701-09-26,0.48,1.4462617098610036
1701-09-27,0.33,1.7532573571242833
1701-09-28,0.2,12.710280048478953
1701-09-29,0.11,2.2300462077666907
1701-09-30,0.04,15.504553384790745
1701-10-01,0.01,22.579162219242757
1701-10-02,0.0,23.938420644190433
1701-10-03,0.03,4.947887368840639
1701-10-04,0.08,10.254138555697253
1701-10-05,0.16,30.831747894114937
1701-10-06,0.27,1.8224158938583113
1701-10-07,0.42,21.456706302229946
1701-10-08,0.59,43.860301270365014
1701-10-09,0.79,45.934875706584556
1701-10-10,1.02,13.716863351018858
1701-10-11,1.28,16.27422354526313
1701-10-12,1.57,2.1281634814229773
1701-10-13,1.88,21.67485072107449
1701-10-14,2.23,9.187371563633711
1701-10-15,2.61,18.58661995792785
1701-10-16,3.01,19.672082322972436
1701-10-17,3.44,17.77805489484185
1701-10-18,3.91,13.770954497604967
1701-10-19,4.4,17.249416514863217
1701-10-20,4.91,13.559685266673391
1701-10-21,5.46,9.748906517741492
1701-10-22,6.04,17.141486806968167
1701-10-23,6.64,11.983775111212001
1701-10-24,7.27,33.50430577402223
1701-10-25,7.93,12.627716852403896
1701-10-26,8.61,37.04307740019281
1701-10-27,9.32,49.02178915037095
1701-10-28,10.06,67.37449121897846
1701-10-29,10.83,16.254494341816486
1701-10-30,11.62,28.068149279511715
1701-10-31,12.44,29.79047838724282
1701-11-01,13.28,23.924380795256944
1701-11-02,14.15,38.37785305766564
1701-11-03,15.04,26.572822175226268
1701-11-04,15.96,49.70884830339646
1701-11-05,16.91,37.16650480962241
1701-11-06,17.88,40.756665534008334
1701-11-07,18.87,23.587924152105096
1701-11-08,19.89,37.53740212531142
1701-11-09,20.93,21.031933737126845
1701-11-10,22.0,25.483352032122223
1701-11-11,23.08,33.86607319631861
1701-11-12,24.2,37.94346454902295
1701-11-13,25.33,52.61791223209623
1701-11-14,26.48,36.96808049367356
1701-11-15,27.66,51.87978976462964
1701-11-16,28.86,44.89560894930153
1701-11-17,30.08,36.85766860396144
1701-11-18,31.32,55.69799781365863
1701-11-19,32.58,35.90116843243144
1701-11-20,33.86,35.187448358412446
1701-11-21,35.16,47.93249958002021
1701-11-22,36.48,84.83075850778664
1701-11-23,37.82,39.46614281415793
1701-11-24,39.17,50.52500589071335
1701-11-25,40.55,43.41826247590839
1701-11-26,41.94,45.59084758723782
1701-11-27,43.35,60.96685441448109
1701-11-28,44.77,64.74937453519703
1701-11-29,46.22,51.371993329936444
1701-11-30,47.67,54.2579761238025
1701-12-01,49.15,49.52795204526983
1701-12-02,50.64,58.714368394151144
1701-12-03,52.14,82.77171798055734
1701-12-04,53.66,54.413426486828165
1701-12-05,55.19,81.19369783353622
1701-12-06,56.73,73.27172792019581
1701-12-07,58.29,66.05226775969898
1701-12-08,59.86,74.88220937990239
1701-12-09,61.44,66.22669416504274
1701-12-10,63.03,66.4137656555048
1701-12-11,64.64,68.67850516347733
1701-12-12,66.25,77.82347871185037
1701-12-13,67.88,87.94480258695505
1701-12-14,69.51,75.30206910944797
1701-12-15,71.15,80.72865411889653
1701-12-16,72.81,105.77838248024277
1701-12-17,74.46,101.79020358921753
1701-12-18,76.13,76.92668415871059
1701-12-19,77.81,101.59587788919458
1701-12-20,79.49,81.2099022603288
1701-12-21,81.17,87.33986687148257
1701-12-22,82.86,84.0640032946297
1701-12-23,84.56,94.65814547131507
1701-12-24,86.26,99.76360137712979
1701-12-25,87.97,90.85735921852988
1701-12-26,89.68,89.89633237418813
1701-12-27,91.39,98.7667942135766
1701-12-28,93.11,95.91247645327894
1701-12-29,94.82,99.63454446662294
1701-12-30,96.54,98.19938012985834
1701-12-31,98.26,98.5305937981187
1702-01-01,99.98,85.41879842254613
1702-01-02,101.7,98.3500138169877
1702-01-03,103.42,101.36820429556232
1702-01-04,105.14,98.08799500552813
1702-01-05,106.86,99.55648703446302
1702-01-06,108.57,102.67463479853167
